id_publication;id_year
reference/crypt/RivestK11;id_2011
reference/crypt/VimercatiS11a;id_2011
reference/crypt/Lenstra05e;id_2005
reference/crypt/X11dg;id_2011
reference/crypt/Just11b;id_2011
reference/crypt/Charpin11;id_2011
reference/crypt/Kaliski11j;id_2011
reference/crypt/Estes11b;id_2011
reference/crypt/X11bm;id_2011
reference/crypt/Heinrich11;id_2011
reference/crypt/DaemenR05;id_2005
reference/crypt/Weimerskirch05;id_2005
reference/crypt/Biryukov05xb;id_2005
reference/crypt/Helleseth05c;id_2005
reference/crypt/Bleumer05o;id_2005
reference/crypt/X11v;id_2011
reference/crypt/LibertQ05;id_2005
reference/crypt/X11oi;id_2011
reference/crypt/Landrock05w;id_2005
reference/crypt/Schoenmakers05c;id_2005
reference/crypt/Schneier11;id_2011
reference/crypt/Canteaut11c;id_2011
reference/crypt/X11op;id_2011
reference/crypt/X11ay;id_2011
reference/crypt/X11bj;id_2011
reference/crypt/Zuccherato11a;id_2011
reference/crypt/Contini11d;id_2011
reference/crypt/Paillier11;id_2011
reference/crypt/X11df;id_2011
reference/crypt/Videau11;id_2011
reference/crypt/Nita-RotaruDC11;id_2011
reference/crypt/X11mx;id_2011
reference/crypt/SrivatsaI11;id_2011
reference/crypt/Adams05t;id_2005
reference/crypt/Liskov11b;id_2011
reference/crypt/Sako05d;id_2005
reference/crypt/Cankaya11a;id_2011
reference/crypt/Fontaine11;id_2011
reference/crypt/Canniere11e;id_2011
reference/crypt/QuisquaterA11;id_2011
reference/crypt/Morain11;id_2011
reference/crypt/BlakleyK11b;id_2011
reference/crypt/Soete11j;id_2011
reference/crypt/Adams11g;id_2011
reference/crypt/Micciancio05;id_2005
reference/crypt/Boneh11d;id_2011
reference/crypt/X11jm;id_2011
reference/crypt/Landrock05v;id_2005
reference/crypt/X11gj;id_2011
reference/crypt/DesmedtJ11a;id_2011
reference/crypt/Bauer05c;id_2005
reference/crypt/Contini11;id_2011
reference/crypt/Bauer11s;id_2011
reference/crypt/Stiglic05;id_2005
reference/crypt/HankersonM05;id_2005
reference/crypt/Bellovin11;id_2011
reference/crypt/Biryukov11z;id_2011
reference/crypt/X11jb;id_2011
reference/crypt/Dodis11;id_2011
reference/crypt/Preneel05f;id_2005
reference/crypt/BlakleyK05c;id_2005
reference/crypt/Weimerskirch05b;id_2005
reference/crypt/X11ix;id_2011
reference/crypt/BlakleyK05b;id_2005
reference/crypt/Zuccherato05;id_2005
reference/crypt/Bonatti11;id_2011
reference/crypt/Bauer05e;id_2005
reference/crypt/Naccache11d;id_2011
reference/crypt/X11gl;id_2011
reference/crypt/Capkun11c;id_2011
reference/crypt/Beigi11;id_2011
reference/crypt/Solinas05b;id_2005
reference/crypt/VimercatiL11b;id_2011
reference/crypt/Biryukov05o;id_2005
reference/crypt/Necula11;id_2011
reference/crypt/Canniere05b;id_2005
reference/crypt/Preneel05h;id_2005
reference/crypt/X11ap;id_2011
reference/crypt/Preneel11f;id_2011
reference/crypt/Preneel11a;id_2011
reference/crypt/Aggarwal11;id_2011
reference/crypt/AdamLVS11;id_2011
reference/crypt/Biryukov11c;id_2011
reference/crypt/Schoenmakers11a;id_2011
reference/crypt/Just11h;id_2011
reference/crypt/Heinrich05a;id_2005
reference/crypt/X11dp;id_2011
reference/crypt/Fontaine05e;id_2005
reference/crypt/Biryukov11ab;id_2011
reference/crypt/Canteaut11l;id_2011
reference/crypt/Contini05a;id_2005
reference/crypt/Nguyen05a;id_2005
reference/crypt/Martinenghi11;id_2011
reference/crypt/Bosselaers11;id_2011
reference/crypt/Sabett05;id_2005
reference/crypt/X11cf;id_2011
reference/crypt/Fontaine11c;id_2011
reference/crypt/Zuccherato11c;id_2011
reference/crypt/Stiglic11;id_2011
reference/crypt/Kaliski05xa;id_2005
reference/crypt/Lenstra11b;id_2011
reference/crypt/Canniere11b;id_2011
reference/crypt/Canteaut05i;id_2005
reference/crypt/Canteaut11e;id_2011
reference/crypt/Soete11n;id_2011
reference/crypt/Gaudry11;id_2011
reference/crypt/Zuccherato05a;id_2005
reference/crypt/X11cb;id_2011
reference/crypt/Kaliski11a;id_2011
reference/crypt/X11om;id_2011
reference/crypt/Canteaut05;id_2005
reference/crypt/Kaliski11b;id_2011
reference/crypt/Kaliski11e;id_2011
reference/crypt/Boneh05g;id_2005
reference/crypt/Schoenmakers11b;id_2011
reference/crypt/Racic11;id_2011
reference/crypt/Ioannidis11a;id_2011
reference/crypt/Kesidis11;id_2011
reference/crypt/Soete11;id_2011
reference/crypt/X11ns;id_2011
reference/crypt/Vauclair11a;id_2011
reference/crypt/X11ki;id_2011
reference/crypt/Samarati11b;id_2011
reference/crypt/Desmedt05f;id_2005
reference/crypt/X11eo;id_2011
reference/crypt/Kaliski11z;id_2011
reference/crypt/Landrock05t;id_2005
reference/crypt/X11m;id_2011
reference/crypt/Sustek05;id_2005
reference/crypt/X11nn;id_2011
reference/crypt/Krawczyk05;id_2005
reference/crypt/X11oe;id_2011
reference/crypt/Smith11e;id_2011
reference/crypt/Bauer05n;id_2005
reference/crypt/JouxL11;id_2011
reference/crypt/Naccache11e;id_2011
reference/crypt/Dwork11;id_2011
reference/crypt/Canteaut11a;id_2011
reference/crypt/Naccache11b;id_2011
reference/crypt/X11cp;id_2011
reference/crypt/X11ij;id_2011
reference/crypt/Preneel11k;id_2011
reference/crypt/X11bb;id_2011
reference/crypt/X11lp;id_2011
reference/crypt/X11dy;id_2011
reference/crypt/X11r;id_2011
reference/crypt/Burmester11;id_2011
reference/crypt/Vimercati11;id_2011
reference/crypt/X11fe;id_2011
reference/crypt/Cankaya11;id_2011
reference/crypt/X11fx;id_2011
reference/crypt/X11fk;id_2011
reference/crypt/Preneel11e;id_2011
reference/crypt/Biryukov11k;id_2011
reference/crypt/X11kb;id_2011
reference/crypt/Kaliski05xi;id_2005
reference/crypt/Kirda11a;id_2011
reference/crypt/HankersonM11g;id_2011
reference/crypt/StandaertQ11a;id_2011
reference/crypt/Tibouchi11;id_2011
reference/crypt/Canteaut05f;id_2005
reference/crypt/Landrock05o;id_2005
reference/crypt/Kaliski11ak;id_2011
reference/crypt/Naccache11l;id_2011
reference/crypt/X11dc;id_2011
reference/crypt/ImaiY05;id_2005
reference/crypt/Just11a;id_2011
reference/crypt/Canteaut05j;id_2005
reference/crypt/X11cm;id_2011
reference/crypt/X11hx;id_2011
reference/crypt/X11lx;id_2011
reference/crypt/Helleseth11g;id_2011
reference/crypt/Bleumer05d;id_2005
reference/crypt/X11hs;id_2011
reference/crypt/X11hv;id_2011
reference/crypt/Sako11e;id_2011
reference/crypt/Samarati11a;id_2011
reference/crypt/CuppensC11a;id_2011
reference/crypt/X11de;id_2011
reference/crypt/X11ir;id_2011
reference/crypt/Fontaine11i;id_2011
reference/crypt/Bauer11c;id_2011
reference/crypt/Upadhyaya11;id_2011
reference/crypt/FarleyJ05;id_2005
reference/crypt/KatzenbeisserKV11;id_2011
reference/crypt/Lenstra11a;id_2011
reference/crypt/Just11e;id_2011
reference/crypt/X11bw;id_2011
reference/crypt/Zuccherato05b;id_2005
reference/crypt/Naccache11a;id_2011
reference/crypt/Adams05a;id_2005
reference/crypt/Canteaut05d;id_2005
reference/crypt/Thome11;id_2011
reference/crypt/X11dt;id_2011
reference/crypt/Klein11;id_2011
reference/crypt/Meadows11c;id_2011
reference/crypt/Eddy11;id_2011
reference/crypt/Canteaut05b;id_2005
reference/crypt/X11cu;id_2011
reference/crypt/Robshaw11;id_2011
reference/crypt/Liu11;id_2011
reference/crypt/Caddy05a;id_2005
reference/crypt/Kaliski05a;id_2005
reference/crypt/Kaliski05f;id_2005
reference/crypt/Vauclair11e;id_2011
reference/crypt/X11j;id_2011
reference/crypt/X11fy;id_2011
reference/crypt/X11nj;id_2011
reference/crypt/Boneh05e;id_2005
reference/crypt/X11ef;id_2011
reference/crypt/Franklin05;id_2005
reference/crypt/X11nk;id_2011
reference/crypt/Nair11;id_2011
reference/crypt/VimercatiS11b;id_2011
reference/crypt/Preneel11l;id_2011
reference/crypt/Opyrchal05;id_2005
reference/crypt/Solinas05;id_2005
reference/crypt/BlakleyK05;id_2005
reference/crypt/Sherr11;id_2011
reference/crypt/Paar05;id_2005
reference/crypt/X11mh;id_2011
reference/crypt/Caddy05;id_2005
reference/crypt/Adams05i;id_2005
reference/crypt/Fontaine05g;id_2005
reference/crypt/Vimercati11f;id_2011
reference/crypt/X11lo;id_2011
reference/crypt/Desmedt11e;id_2011
reference/crypt/X11gx;id_2011
reference/crypt/X11s;id_2011
reference/crypt/Nguyen11;id_2011
reference/crypt/X11cj;id_2011
reference/crypt/HankersonM11l;id_2011
reference/crypt/HaberM11;id_2011
reference/crypt/Caddy11d;id_2011
reference/crypt/ArdagnaD11;id_2011
reference/crypt/HankersonM11c;id_2011
reference/crypt/X11gg;id_2011
reference/crypt/X11ok;id_2011
reference/crypt/Videau11b;id_2011
reference/crypt/Naccache11g;id_2011
reference/crypt/Schoenmakers05h;id_2005
reference/crypt/X11hm;id_2011
reference/crypt/X11lv;id_2011
reference/crypt/Paar11b;id_2011
reference/crypt/Adams11h;id_2011
reference/crypt/Kaliski11o;id_2011
reference/crypt/GrandisonL11;id_2011
reference/crypt/Desmedt11i;id_2011
reference/crypt/Knudsen05;id_2005
reference/crypt/Krawczyk11;id_2011
reference/crypt/Blundo11;id_2011
reference/crypt/Adams05r;id_2005
reference/crypt/X11go;id_2011
reference/crypt/Wiener11;id_2011
reference/crypt/Contini05c;id_2005
reference/crypt/Biryukov05p;id_2005
reference/crypt/SarkarL11;id_2011
reference/crypt/Boneh11j;id_2011
reference/crypt/Biryukov05xc;id_2005
reference/crypt/Paulus05;id_2005
reference/crypt/Preneel05b;id_2005
reference/crypt/Cock11;id_2011
reference/crypt/HankersonM05a;id_2005
reference/crypt/CampisiN11;id_2011
reference/crypt/X11ja;id_2011
reference/crypt/X11p;id_2011
reference/crypt/BrassardC05;id_2005
reference/crypt/Huth11;id_2011
reference/crypt/Canniere05e;id_2005
reference/crypt/X11il;id_2011
reference/crypt/X11nm;id_2011
reference/crypt/Naccache11o;id_2011
reference/crypt/X11ku;id_2011
reference/crypt/KocW05;id_2005
reference/crypt/Landrock05x;id_2005
reference/crypt/Schneier05;id_2005
reference/crypt/Gabillon11;id_2011
reference/crypt/Bleumer05y;id_2005
reference/crypt/X11hl;id_2011
reference/crypt/Paar05a;id_2005
reference/crypt/X11dx;id_2011
reference/crypt/Desmedt05d;id_2005
reference/crypt/Fontaine11b;id_2011
reference/crypt/Zuccherato11b;id_2011
reference/crypt/Bauer05h;id_2005
reference/crypt/Chen11;id_2011
reference/crypt/BargK05;id_2005
reference/crypt/X11nv;id_2011
reference/crypt/CallasNO11;id_2011
reference/crypt/Koeune11;id_2011
reference/crypt/Naccache11h;id_2011
reference/crypt/Caddy11c;id_2011
reference/crypt/AvanziT11b;id_2011
reference/crypt/X11kq;id_2011
reference/crypt/X11ac;id_2011
reference/crypt/X11is;id_2011
reference/crypt/Eddy11a;id_2011
reference/crypt/Kaliski05r;id_2005
reference/crypt/Naccache11;id_2011
reference/crypt/Bauer11e;id_2011
reference/crypt/Desmedt11f;id_2011
reference/crypt/Moller05d;id_2005
reference/crypt/Mantel11;id_2011
reference/crypt/X11of;id_2011
reference/crypt/Biryukov05e;id_2005
reference/crypt/KnudsenL11;id_2011
reference/crypt/Stiglic11c;id_2011
reference/crypt/X11i;id_2011
reference/crypt/X11md;id_2011
reference/crypt/HankersonM05e;id_2005
reference/crypt/X11dv;id_2011
reference/crypt/BlakleyK11;id_2011
reference/crypt/HankersonM05h;id_2005
reference/crypt/X11jx;id_2011
reference/crypt/Bleumer11i;id_2011
reference/crypt/X11ds;id_2011
reference/crypt/Bauer11d;id_2011
reference/crypt/Kaliski05xc;id_2005
reference/crypt/CampisiMMVN11;id_2011
reference/crypt/Desmedt05a;id_2005
reference/crypt/Just05d;id_2005
reference/crypt/LandrockC11;id_2011
reference/crypt/Biryukov11h;id_2011
reference/crypt/X11al;id_2011
reference/crypt/Pointcheval11b;id_2011
reference/crypt/Bauer05o;id_2005
reference/crypt/Kaliski05m;id_2005
reference/crypt/KangS11a;id_2011
reference/crypt/VimercatiL11a;id_2011
reference/genetic/SamuiDJ15;id_2015
reference/genetic/Langdon15;id_2015
reference/genetic/LeitaoM15;id_2015
reference/genetic/VyasGT15;id_2015
reference/genetic/VahdatMMHZ15;id_2015
reference/genetic/DeniziakCP15;id_2015
reference/genetic/MaityC15;id_2015
reference/genetic/Shahin15;id_2015
reference/genetic/RoyRR15;id_2015
reference/genetic/MachadoCA15;id_2015
reference/genetic/LunaCV15;id_2015
reference/genetic/Fallah-MehdipourH15;id_2015
reference/genetic/2015;id_2015
reference/genetic/Babanajad15;id_2015
reference/genetic/ZahiriDA15;id_2015
reference/genetic/MousaviARF15;id_2015
reference/genetic/HussainACJ15;id_2015
reference/genetic/RyanFKM15;id_2015
reference/genetic/Korns15;id_2015
reference/genetic/EsfahaniD15;id_2015
reference/genetic/Searson15;id_2015
reference/genetic/RibeiroNVZ15;id_2015
reference/genetic/HosseiniN15;id_2015
reference/genetic/MuduliD15;id_2015
reference/assisted/Sixsmith12;id_2012
reference/assisted/DoukasPM12;id_2012
reference/assisted/Huch12;id_2012
reference/assisted/YanguasU12;id_2012
reference/assisted/JohnKS12;id_2012
reference/assisted/ChauMLTHWLP12;id_2012
reference/assisted/DoJ12;id_2012
reference/assisted/Roberts12;id_2012
reference/assisted/BhachuHW12;id_2012
reference/assisted/Wichert12;id_2012
reference/assisted/TazariFFHHKMWW12;id_2012
reference/assisted/Mestheneos12;id_2012
reference/assisted/Augusto12;id_2012
reference/assisted/ObachBLMAIMRP12;id_2012
reference/assisted/Gentry12;id_2012
reference/assisted/AugustoM12;id_2012
reference/assisted/MacGinnis12;id_2012
reference/assisted/Modi12;id_2012
reference/assisted/MihailidisBCJH12;id_2012
reference/assisted/Sakamura12;id_2012
reference/assisted/LeeH12;id_2012
reference/assisted/RoblesGBOM12;id_2012
reference/assisted/AgrafiotiBH12;id_2012
reference/assisted/PrendergastSW12;id_2012
reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12;id_2012
reference/assisted/DrosouT12;id_2012
reference/assisted/Marin-PerianuGBMH12;id_2012
reference/assisted/MartinM12;id_2012
reference/assisted/Hodgins12;id_2012
reference/assisted/OKaneOGACC12;id_2012
reference/assisted/FrancoMM12;id_2012
reference/assisted/DeitersKKM12;id_2012
reference/assisted/CookH12;id_2012
reference/assisted/LhotskaDCHBH12;id_2012
reference/assisted/CavallaroMGRRG12;id_2012
reference/assisted/WadeP12;id_2012
reference/assisted/McCullagh12;id_2012
reference/assisted/FarshchianHMR12;id_2012
reference/assisted/FloeckLS12;id_2012
reference/assisted/DrobicsDGS12;id_2012
reference/assisted/WildB12;id_2012
reference/assisted/2012;id_2012
reference/assisted/MeyerMK12;id_2012
reference/assisted/NakajimaK12;id_2012
reference/assisted/Zayas-CabanM12;id_2012
reference/assisted/TanCR12;id_2012
reference/assisted/MullerLEHBWH12;id_2012
reference/assisted/PavelCD12;id_2012
reference/assisted/LaiT12;id_2012
reference/assisted/KearnsF12;id_2012
reference/social/PuzisTE10;id_2010
reference/social/LinSK10;id_2010
reference/social/DattaBVSR10;id_2010
reference/social/FernandezML10;id_2010
reference/social/SimoesM10;id_2010
reference/social/AidaK10;id_2010
reference/social/SinghBM10;id_2010
reference/social/MaheswaranAOL10;id_2010
reference/social/LeungL10;id_2010
reference/social/ChoudhurySJS10;id_2010
reference/social/Zhang10;id_2010
reference/social/JungCP10;id_2010
reference/social/Thilagam10;id_2010
reference/social/Yager10;id_2010
reference/social/ChenY10;id_2010
reference/social/Sik-Lanyi10;id_2010
reference/social/CutilloMS10;id_2010
reference/social/SizovSF10;id_2010
reference/social/BhuiyanJX10;id_2010
reference/social/MitraB10;id_2010
reference/social/RicheF10;id_2010
reference/social/SlaninovaMDOS10;id_2010
reference/social/BagherjeiranBPC10;id_2010
reference/social/ZivW10;id_2010
reference/social/MelendezWAR10;id_2010
reference/social/Murata10;id_2010
reference/social/YangLL10;id_2010
reference/social/KarnstedtHCBHS10;id_2010
reference/social/YanaiQ10;id_2010
reference/social/Hussain10;id_2010
reference/social/HernandoBS10;id_2010
reference/social/2010;id_2010
reference/ubiqhandbook/Austaller08;id_2008
reference/ubiqhandbook/Lyardet08;id_2008
reference/ubiqhandbook/Schnelle08;id_2008
reference/ubiqhandbook/Malaka08;id_2008
reference/ubiqhandbook/Schnelle08a;id_2008
reference/ubiqhandbook/Aitenbichler08;id_2008
reference/ubiqhandbook/Ries08;id_2008
reference/ubiqhandbook/StraubH08;id_2008
reference/ubiqhandbook/Hartl08;id_2008
reference/ubiqhandbook/WeberH08;id_2008
reference/ubiqhandbook/RaiyaniW08;id_2008
reference/ubiqhandbook/HartmannA08;id_2008
reference/ubiqhandbook/Schiller08;id_2008
reference/ubiqhandbook/OberleBA08;id_2008
reference/ubiqhandbook/2008;id_2008
reference/ubiqhandbook/Gerteis08;id_2008
reference/ubiqhandbook/Nochta08;id_2008
reference/ubiqhandbook/AnkeWHDNK08;id_2008
reference/ubiqhandbook/JamesG08;id_2008
reference/ubiqhandbook/Aitenbichler08a;id_2008
reference/ubiqhandbook/Heinemann08;id_2008
reference/ubiqhandbook/SpiessM08;id_2008
reference/ubiqhandbook/Jost08;id_2008
reference/ubiqhandbook/Kangasharju08;id_2008
reference/ubiqhandbook/LotzCW08;id_2008
reference/ubiqhandbook/Limberger08;id_2008
reference/ubiqhandbook/StillerHGRMW08;id_2008
reference/ubiqhandbook/MuhlhauserG08;id_2008
reference/ubiqhandbook/HamdiGR08;id_2008
reference/ubiqhandbook/Barros08;id_2008
reference/vlsi/Muroga99n;id_1999
reference/vlsi/Nakagawa99;id_1999
reference/vlsi/ParkerTW99;id_1999
reference/vlsi/Muroga99p;id_1999
reference/vlsi/MartinGN99;id_1999
reference/vlsi/IyengarR99;id_1999
reference/vlsi/Cressler99;id_1999
reference/vlsi/FattarusoW99;id_1999
reference/vlsi/Muroga99d;id_1999
reference/vlsi/Song99;id_1999
reference/vlsi/Veirman99;id_1999
reference/vlsi/Muroga99k;id_1999
reference/vlsi/SteyaertBJM99;id_1999
reference/vlsi/Baschirotto99;id_1999
reference/vlsi/Neudeck99;id_1999
reference/vlsi/Kagaris99;id_1999
reference/vlsi/Hesketh99;id_1999
reference/vlsi/MinatoM99;id_1999
reference/vlsi/LeeHMSY99;id_1999
reference/vlsi/Tragoudas99;id_1999
reference/vlsi/Muroga99j;id_1999
reference/vlsi/ShenaiM99;id_1999
reference/vlsi/TakagiM99;id_1999
reference/vlsi/Muroga99e;id_1999
reference/vlsi/TakagiTBM99;id_1999
reference/vlsi/Navabi99;id_1999
reference/vlsi/KatsumataOIMYKNMMYII99;id_1999
reference/vlsi/Lockwood99;id_1999
reference/vlsi/BoyadzhyanC99;id_1999
reference/vlsi/KourtevF99;id_1999
reference/vlsi/AylorK99;id_1999
reference/vlsi/Muroga99a;id_1999
reference/vlsi/KangDBG99;id_1999
reference/vlsi/NakhlaA99;id_1999
reference/vlsi/Muroga99;id_1999
reference/vlsi/Muroga99o;id_1999
reference/vlsi/YaoLY99;id_1999
reference/vlsi/Long99a;id_1999
reference/vlsi/Long99;id_1999
reference/vlsi/Muroga99i;id_1999
reference/vlsi/Rollins99;id_1999
reference/vlsi/YoshikawaM99;id_1999
reference/vlsi/Wu99;id_1999
reference/vlsi/Hwang99;id_1999
reference/vlsi/Muroga99g;id_1999
reference/vlsi/Wolf99;id_1999
reference/vlsi/BartonB99;id_1999
reference/vlsi/Estreich99;id_1999
reference/vlsi/ConnorsH99;id_1999
reference/vlsi/ComerC99;id_1999
reference/vlsi/ShenLCYH99;id_1999
reference/vlsi/Kanopoulos99;id_1999
reference/vlsi/Margala99;id_1999
reference/vlsi/Bhasker99;id_1999
reference/vlsi/Pedram99;id_1999
reference/vlsi/Cristoloveanu99;id_1999
reference/vlsi/Muroga99b;id_1999
reference/vlsi/DeweyCK99;id_1999
reference/vlsi/KhandelwalS99;id_1999
reference/vlsi/NakamuraM99;id_1999
reference/vlsi/Cheng99;id_1999
reference/vlsi/Muroga99f;id_1999
reference/vlsi/Cottrell99;id_1999
reference/vlsi/Muroga99m;id_1999
reference/vlsi/Lotfi99;id_1999
reference/vlsi/Tseng99;id_1999
reference/vlsi/WassenaarIL99;id_1999
reference/vlsi/YuanW99;id_1999
reference/vlsi/Karnik99;id_1999
reference/vlsi/GrahnO99;id_1999
reference/vlsi/ToumazouP99;id_1999
reference/vlsi/LiBT99;id_1999
reference/vlsi/Khoury99;id_1999
reference/vlsi/ChangVL99;id_1999
reference/vlsi/Muroga99h;id_1999
reference/vlsi/GuptaG99;id_1999
reference/vlsi/Muroga99l;id_1999
reference/vlsi/1999;id_1999
reference/vlsi/TakagiBM99;id_1999
reference/vlsi/KizilyalliHL99;id_1999
reference/vlsi/Muroga99c;id_1999
reference/vlsi/YanoM99;id_1999
reference/mediated/Cruz08;id_2008
reference/mediated/WilliamsC08;id_2008
reference/mediated/DavisM08;id_2008
reference/mediated/CollinsB08a;id_2008
reference/mediated/RamirezEC08;id_2008
reference/mediated/GiordanoSBG08;id_2008
reference/mediated/Lange08;id_2008
reference/mediated/Farmer08;id_2008
reference/mediated/Weber08;id_2008
reference/mediated/KimmerleC08;id_2008
reference/mediated/Stefanone08;id_2008
reference/mediated/MullennixS08;id_2008
reference/mediated/Connaughton08;id_2008
reference/mediated/Krueger08;id_2008
reference/mediated/Marcus08;id_2008
reference/mediated/Mackiewicz08;id_2008
reference/mediated/WolfB08;id_2008
reference/mediated/HughesW08;id_2008
reference/mediated/LimS08;id_2008
reference/mediated/Leetaru08;id_2008
reference/mediated/Koslowsky08;id_2008
reference/mediated/Price08;id_2008
reference/mediated/Tarsiero08;id_2008
reference/mediated/GuadagnoA08;id_2008
reference/mediated/Robins08;id_2008
reference/mediated/Greenberg08;id_2008
reference/mediated/Cemalcilar08;id_2008
reference/mediated/Harrison08;id_2008
reference/mediated/GeorgeM08;id_2008
reference/mediated/Opgenhaffen08;id_2008
reference/mediated/CollinsB08;id_2008
reference/mediated/Price08a;id_2008
reference/mediated/Taiwo08;id_2008
reference/mediated/Ocker08;id_2008
reference/mediated/Park08;id_2008
reference/mediated/McFadden08;id_2008
reference/mediated/Switzer08;id_2008
reference/mediated/FussellZS08;id_2008
reference/mediated/Risquez08;id_2008
reference/mediated/2008;id_2008
reference/mediated/Meyer08;id_2008
reference/mediated/Fragoso08;id_2008
reference/mediated/BowerB08;id_2008
reference/mediated/LevelH08;id_2008
reference/mediated/Doraiswamy08;id_2008
reference/mediated/HasleC08;id_2008
reference/mediated/Jordan08;id_2008
reference/mediated/Leung08;id_2008
reference/mediated/Biddix08;id_2008
reference/mediated/Olaniran08;id_2008
reference/mediated/Blanchard08;id_2008
reference/mediated/Thorpe08;id_2008
reference/mediated/GongO08;id_2008
reference/mediated/ApostelF08;id_2008
reference/mediated/AmundsenS08;id_2008
reference/mediated/DarisipudiS08;id_2008
reference/mediated/Weder08;id_2008
reference/mediated/OkdieG08;id_2008
reference/mediated/DePew08;id_2008
reference/mediated/Stewart08;id_2008
reference/mediated/PanklR08;id_2008
reference/mediated/Woletz08;id_2008
reference/mediated/Ruth08;id_2008
reference/mediated/RennerS08;id_2008
reference/mediated/Vess08;id_2008
reference/mediated/GodskP08;id_2008
reference/mediated/CrummettP08;id_2008
reference/mediated/BurnsL08;id_2008
reference/mediated/SuG08;id_2008
reference/mediated/Cohn08;id_2008
reference/auto/Kiritsis09;id_2009
reference/auto/IqbalB09;id_2009
reference/auto/OommenM09;id_2009
reference/auto/XiLC09;id_2009
reference/auto/WolfS09;id_2009
reference/auto/RamaswamyJ09;id_2009
reference/auto/Richmond09;id_2009
reference/auto/Lui09;id_2009
reference/auto/IshiiT09;id_2009
reference/auto/Jeong09;id_2009
reference/auto/PattonP09;id_2009
reference/auto/DelormeDELP09;id_2009
reference/auto/Dannegger09;id_2009
reference/auto/ShiraseF09;id_2009
reference/auto/Chen09;id_2009
reference/auto/OlleroC09;id_2009
reference/auto/LehtoLH09;id_2009
reference/auto/KottenstetteA09;id_2009
reference/auto/Hasegawa09;id_2009
reference/auto/Ceroni09;id_2009
reference/auto/Simaan09;id_2009
reference/auto/BertolineHA09;id_2009
reference/auto/BasanezS09;id_2009
reference/auto/Bissell09;id_2009
reference/auto/RombachS09;id_2009
reference/auto/LeeS09;id_2009
reference/auto/VajkHB09;id_2009
reference/auto/Pashkevich09;id_2009
reference/auto/VelasquezCYK09;id_2009
reference/auto/InabaS09;id_2009
reference/auto/GrafS09;id_2009
reference/auto/Salsbury09;id_2009
reference/auto/Aragon09;id_2009
reference/auto/Isidori09;id_2009
reference/auto/PowerS09;id_2009
reference/auto/MaturanaCH09;id_2009
reference/auto/PattonJ09;id_2009
reference/auto/VelasquezN09;id_2009
reference/auto/Vamos09;id_2009
reference/auto/LeeCK09;id_2009
reference/auto/DonmezS09;id_2009
reference/auto/Banerjee09;id_2009
reference/auto/HolsappleS09;id_2009
reference/auto/TerwieschG09;id_2009
reference/auto/MohlejiLM09;id_2009
reference/auto/Nof09;id_2009
reference/auto/Nakanishi09;id_2009
reference/auto/PalmaB09;id_2009
reference/auto/JounelaB09;id_2009
reference/auto/Kopacek09;id_2009
reference/auto/ChenN09;id_2009
reference/auto/Tunstel09;id_2009
reference/auto/Ivanescu09;id_2009
reference/auto/EdanHK09;id_2009
reference/auto/Carlisle09;id_2009
reference/auto/2009;id_2009
reference/auto/SarhBMB09;id_2009
reference/auto/Castro-Lacouture09;id_2009
reference/auto/CaldwellDMG09;id_2009
reference/auto/GenL09;id_2009
reference/auto/ReppergerP09;id_2009
reference/auto/FilipL09;id_2009
reference/auto/Balasubramanian09;id_2009
reference/auto/Savage09;id_2009
reference/auto/Kaplan09;id_2009
reference/auto/Huang09;id_2009
reference/auto/Nau09;id_2009
reference/auto/Parker09;id_2009
reference/auto/EdgarH09;id_2009
reference/auto/VastagY09;id_2009
reference/auto/ChungT09;id_2009
reference/auto/Troccaz09;id_2009
reference/auto/WatsonH09;id_2009
reference/auto/Lee09;id_2009
reference/auto/Williams09;id_2009
reference/auto/MorelPJ09;id_2009
reference/auto/Pinnekamp09;id_2009
reference/auto/PasettiS09;id_2009
reference/auto/Pasik-DuncanV09;id_2009
reference/auto/Horacek09;id_2009
reference/auto/Vogel-Heuser09;id_2009
reference/auto/Landry09;id_2009
reference/auto/Isermann09;id_2009
reference/auto/Pinnekamp09a;id_2009
reference/auto/HeC09;id_2009
reference/auto/RavazziV09;id_2009
reference/auto/LianZ09;id_2009
reference/auto/MirskySGBTKSD09;id_2009
reference/auto/SpathBB09;id_2009
reference/auto/ElkmannHF09;id_2009
reference/auto/PereiraN09;id_2009
reference/auto/Mann09;id_2009
reference/auto/CummingsB09;id_2009
reference/auto/Vernadat09;id_2009
reference/auto/Erbe09;id_2009
reference/ecgg/Paravati19;id_2019
reference/ecgg/HildmannH19c;id_2019
reference/ecgg/Lanzi19;id_2019
reference/ecgg/Wong19;id_2019
reference/ecgg/Cutolo19;id_2019
reference/ecgg/PetriWB19;id_2019
reference/ecgg/Mcloughlin19;id_2019
reference/ecgg/Mali19;id_2019
reference/ecgg/Stein19;id_2019
reference/ecgg/DoganCT19;id_2019
reference/ecgg/Hildmann19;id_2019
reference/ecgg/Thibault19a;id_2019
reference/ecgg/SilvaB19;id_2019
reference/ecgg/NesbittN19;id_2019
reference/ecgg/DavisKS19;id_2019
reference/ecgg/SchmidtS19;id_2019
reference/ecgg/Boulos19;id_2019
reference/ecgg/HildmannH19a;id_2019
reference/ecgg/AriasMD19;id_2019
