author;nbr_publication
Kevin B. Korb;32
Lynley Hocking;3
Wanlei Zhou;193
Jan Skalicky Hanson;2
Dianne Currier;2
AnnBritt Enochsson;3
Ralf Isenmann;16
Leanne Ngo;2
Alessandro Arbore;2
Yifeng Shen;2
John Wang;13
Bong Wee Kiau;2
Jengchung V. Chen;4
Kirsten Ellis;5
Manish Gupta;27
Elizabeth Buchanan;3
Sushma Mishra;3
Sanjay Jasola;5
Robert K. Hiltbrand;2
Pasi Tyrväskylä;2
Seunghyun Im;10
Dick Whiddett;5
Jalal Kawash;31
Christopher Beggs;2
Seng Wai Loke;77
James Sofra;2
Matthew Butler 0002;4
Mohammad Abdolmohammadi;3
Heidi R. Tribunella;2
Ryan C. LaBrie;4
Lori N. K. Leonard;18
Alicia Ruvinsky;4
Nilmini Wickramasinghe;139
Gregory Paperin;2
Carmel McNaught;12
Qing Yuan;5
Belinda Davis Lazarus;2
Paul Sugden;2
Ulia Popova-Gosart;2
Fei Xue;31
Michael J. Chapple;3
Ajita Rattani;6
Lalit M. Patnaik;174
Roger Boyle;8
Katina Michael;75
Bernd Carsten Stahl;44
Michelle M. Ramim;4
Pankaj Kamthan;25
Terry T. Kidd;5
Eduard J. Gamito;3
Yefim Kats;3
Tagelsir Mohamed Gasmelseid;12
Christian Ronse;45
Dimiter Vakarelov;65
Guram Bezhanishvili;9
Michael Zakharyaschev;196
Steven Vickers;25
Ivo Düntsch;16
Ian Pratt-Hartmann;40
Chris Steinsvold;2
Achille C. Varzi;24
István Németi;49
Bart Kuijpers;37
Johan van Benthem;72
Grigori Mints;42
Julian Webster;9
Judy Jeng;2
Jayan C. Kurian;2
Carmen Galvez;3
Dion Hoe-Lian Goh;69
Andreas Rauber;156
Ann O'Brien;16
Diljit Singh;10
David M. Nichols;18
Mara Nikolaidou;25
Ulrich Schiel;21
Hepu Deng;30
F. Javier Zarazaga-Soria;30
Vladan Devedzic;82
Javier García Guzmán;3
Gerald Schaefer;125
Manuel Coll Villalta;2
Han Lee Yen;2
Alan O. Allwardt;2
Muhammad Rafiq;6
Natalie Lee-San Pang;4
David Bainbridge 0001;42
Jin-Cheon Na;26
Juha Kettunen;8
Schubert Foo;53
Thomas Mandl 0001;73
Lilia Fernandez Aquino;2
Ali Shiri;12
Marhgerita Antona;2
Holly Devaul;2
Pasquale Pagano;38
Simon Ruszala;7
Sofia Stamou;8
Wolfgang Ratzek;6
Christopher C. Yang;89
Pasquale Lops;34
John G. Hedberg;20
Chao-Chen Chen;5
H. C. Nagarathna;2
Sarah-Jane Saravani;3
Peter Shelton;2
David A. Garza-Salazar;3
Esther O. A. Fatuyi;1
Soh Whee Kheng Grace;2
Regina M. M. Braga Villela;1
Patrizia Grifoni;58
Christos Papatheodorou;38
John H. L. Hansen;426
Lutz Seidenfaden;4
Sanghee Oh;17
Hideyasu Sasaki;19
Arie Gurfinkel;22
Corina S. Pasareanu;60
Orna Grumberg;68
Robert P. Kurshan;37
Randal E. Bryant;95
Natarajan Shankar;86
Orna Kupferman;94
Koushik Sen;75
Andrey Rybalchenko;72
Daniel Kröning;5
Muralidhar Talupur;5
Sharad Malik;179
Cesare Tinelli;86
André Platzer;119
Gerard J. Holzmann;101
Stavros Tripakis;95
Marta Kwiatkowska;41
Igor Walukiewicz;127
Tayssir Touili;70
Amir Pnueli;160
Kenneth L. McMillan;68
Jean-François Raskin;152
Doron Peled;12
Javier Esparza;70
Dana Fisman;21
Barbara Jobstmann;15
Tom Melham;14
David A. Schmidt;54
James Worrell 0001;207
Scott A. Smolka;114
Michael T. Goodrich;122
Bernard Chazelle;99
Gil Kalai;36
Marjorie Senechal;10
J. A. Rush;2
Dan Halperin;114
Rephael Wenger;51
Neil L. White;8
Tamal K. Dey;31
Bhubaneswar Mishra;13
János Pach;97
Steven Skiena;167
Jirí Matousek 0001;101
Tony C. Woo;20
Carl W. Lee;13
Rolf Schneider 0001;15
Joseph O'Rourke;209
Jean-Claude Latombe;107
Marc J. van Kreveld;65
Anders Björner;16
Ulrich Brehm;7
Michael Joswig;15
Erik D. Demaine;56
Jeffrey S. Salowe;27
Jacob E. Goodman;5
Herbert Edelsbrunner;75
Jarek Rossignac;105
Chandrajit L. Bajaj;76
David A. Klarner;5
Giuseppe Liotta;68
David M. Mount;95
Ronald L. Graham;80
Subhash Suri;186
Micha Sharir;410
Günter M. Ziegler;66
Stefan Näher;23
Steven Fortune;29
Joseph S. B. Mitchell;114
Edgar Ramos;5
Jack Snoeyink;170
Marco Pellegrini 0001;42
Emo Welzl;167
Leonidas J. Guibas;297
Ming C. Lin;184
Gert Vegter;33
William W. L. Chen;2
Rade T. Zivaljevic;20
Alexander I. Barvinok;41
Anja Struyf;7
Piotr Indyk;81
Gábor Fejes Tóth;8
Walter Whiteley;38
Michael J. Todd;72
Raimund Seidel;67
Godfried T. Toussaint;149
Christoph M. Hoffmann;40
Pankaj K. Agarwal;41
Seth J. Teller;76
Chee K. Yap;7
Marshall W. Bern;21
Egon Schulte;29
Steve Clarke;6
Philip S. Nitse;4
Daniel Andriessen;2
Franz Hofer;2
Edward Shinnick;2
Morten Thanning Vendelø;6
Giovanni Maria Sacco;33
Scott Paquette;9
Chad Saunders;5
Phillip Ein-Dor;16
Georg Disterer;23
Glenn Munkvold;4
Kostas S. Metaxiotis;15
Célio A. A. Sousa;3
B. Shekar;10
Roberta Cuel;6
William Buchholz;2
Rose Dieng-Kuntz;21
Fons Wijnhoven;16
Ronald Maier;39
William R. King;76
Y. Ken Wang;4
Frank Farance;2
Zuopeng Zhang 0001;10
Gil Ariely;3
Matteo Bonifacio;6
Raymond E. Levitt;21
Frada Burstein;38
H. Hsu;2
Keith Lindsey;5
Salvatore Parise;2
Jano Moreira de Souza;156
Murray E. Jennex;47
Kam Vat;4
François Pachet;61
Emmanouil Ergazakis;2
Sue Newell;33
Huaiqing Wang;47
Leon Sterling;94
Hsueh-Ieng Pai;2
H. Y. Hsu;2
Suzanne Zyngier;11
Kishore Pillai;2
William M. Farmer;38
George Roussos;47
Mohammad Saad Al-Ahmadi;5
Yu Zhou;57
Mathieu Weggeman;3
Ronald D. Freeze;15
John Zeleznikow;74
Dov Te'eni;46
Terrill Fancott;2
John S. Edwards;19
Patrick Fong;2
Tom Butler;33
Carolyn Jacobson;2
Roy Williams;21
Kwok Kee Wei;72
Nelson Leung;2
Gabriel Cepeda Carrion;3
Helen Hasan;26
Henry Linger;17
Sytze Kingma;4
Rajiv Sabherwal;57
Marina Mongiello;30
Robert D. St. Louis;29
Dave Snowden;2
Lesley Quach;3
Ciaran Murphy;27
Jacob Weisberg;4
Alfs T. Berztiss;49
David G. Schwartz;23
Paul H. J. Hendriks;9
Rick L. Wilson;16
Key Pousttchi;17
Gilles Kassel;24
Celina Pascoe;4
Thomas Hädrich;5
Yvonne Barnard;11
Ilan Oshri;13
Michelle Lambert;2
Amar Gupta;32
Sevasti-Melissa Nolas;6
Raul M. Abril;4
Duncan Shaw;18
Torgeir Dingsøyr;32
Helen N. Rothberg;5
Karen Neville;3
Dov Dori;106
K. D. Joshi 0001;38
G. Padmanabhan;6
María Fabra;2
David T. Croasdell;27
Shyamala Sivakumar;3
Z. M. Ma;17
Jonathan H. Klein;8
Gerard McElwee;2
Noriko Hara;15
Robert M. Davison;92
Kerry Tanner;7
Raymond Chiong;33
Jose Roldan;3
Enrico Scarso;12
Ian Douglas;18
John Sparrow;3
Sandra Sieber;9
Brook Manville;2
Juan A. Román;2
Marta Araújo Tavares Ferreira;3
Eric Ras;29
Matthias Hemmje;72
Kiku Jones;6
Nicolas Prat;16
Remo Aslak Burkhard;8
R. Maule;2
Antonio Badia;41
David Vuong;3
Martin J. Eppler;26
Ettore Bolisani;6
Nigel Connell;2
Jeremy Aarons;2
Toshimitsu Hamasaki;2
Roberto S. Mariano;2
Robert M. Kunst;2
Joseph B. Kadane;23
David J. Edwards;31
Asghar Ali;2
James P. M. Ntozi;2
Mary W. Gray;3
Johan Fellman;4
Elisabeth D. Svensson;2
Hiroyuki Uesaka;2
Tarald O. Kvålseth;13
Zhi Geng;21
Yingcun Xia;5
Mohammad Z. Raqab;10
Brajendra C. Sutradhar;2
Gavin J. S. Ross;3
Henry C. Thode;4
Sven Ove Hansson;81
H. Charles Romesburg;2
Florance Matarise;2
Florentina T. Hristea;2
Nitis Mukhopadhyay;5
Jan M. Hoem;4
Douglas A. Wolfe;6
Georges Nguefack-Tsague;2
Yoshihiko Maesono;2
Masanobu Taniguchi;6
Peter E. Kloeden;15
Maria Kateri;7
Silvia Biffignandi;5
Rolf Sundberg;4
Arthur Cohen;2
Walter Krämer;47
Mikhail Nikulin;9
Matthias Fischer 0005;5
Rustam Ibragimov;2
Jan Kmenta;2
Bronius Grigelionis;2
Mark L. Berenson;2
Czeslaw Stepniak;10
Christian Heumann;7
William J. Padgett;5
David M. Levine;3
Roger E. Kirk;2
Graham Dunn;4
Vlasta Bahovec;2
Jörg Blasius;2
Christos H. Skiadas;3
H. Öztas Ayhan;2
Marie Davidian;5
Nanny Wermuth;3
Grace Wahba;8
Fionn Murtagh;90
Shlomo S. Sawilowsky;5
Jasna Horvat;3
Thomas P. Hettmansperger;4
Herman Chernoff;4
Rade Stankic;2
Raoul LePage;3
Joseph F. Hair;3
Carlo Sempi;22
Vassiliy Simchera;5
Anwar H. Joarder;3
Kalev Pärna;2
Edith Seier;3
Chris Wild;9
Edward L. Melnick;3
Theodore W. Anderson;2
L. R. Shenton;3
Vincenzo Capasso;7
Peter J. Rousseeuw;12
M. B. Rajarshi;4
Bernd Heidergott;24
Sung H. Park;2
Thomas C. Redman;15
Yakov Nikitin;1
Steve Drekic;10
John C. Young;4
Milan Merkle;7
Devendra Chhetry;2
Herbert A. David;2
Bruno Rémillard;8
Aris Spanos;3
Eamonn J. Keogh;160
Gauss M. Cordeiro;17
Basilio de Bragança Pereira;3
Kalimuthu Krishnamoorthy;2
Martin Peterson;12
Natasa Kurnoga Zivadinovic;2
Peter McCullagh;4
Valery B. Nevzorov;9
David Steel;6
Simon J. Sheather;3
Jürgen Pilz;28
John Hinde;4
Scott L. Hershberger;3
Thomas A. Louis;5
Hon Keung Tony Ng;13
Harvey Goldstein;3
Vijay K. Rohatgi;2
Herbert K. H. Lee;13
Aleksandra B. Slavkovic;24
L. John;4
Emad-Eldin A. A. Aly;2
Reza Modarres;9
Wilfried Seidel;3
Jennifer Brown 0001;2
Graham Kalton;2
Norbert Hounkonnou;2
Christopher Wlezien;2
Leticia Gracia-Medrano;2
Rick L. Edgeman;6
Debasis Kundu;30
James J. Cochran;13
Joaquim F. Pinto da Costa;4
Raymond Hubbard;2
Michael G. Akritas;5
Ian T. Jolliffe;6
Nancy Reid;5
Paola Annoni;5
Tamás Rudas;5
John D. Storey;11
José M. Bernardo;2
Joseph L. Gastwirth;5
Vesna Jevremovic;2
Alberto Luceño;4
Roshini Sooriyarachchi;3
Jaeyong Lee;8
David W. Scott;12
Ove Frank;10
Sanat K. Sarkar;2
Paul H. Garthwaite;8
Yuehua Wu;13
Andrew A. Neath;4
Ali S. Hadi;17
André I. Khuri;7
Joseph M. Hilbe;4
Richard L. Scheaffer;2
Bent Jørgensen;5
Robert Serfling;6
Neville C. Weber;4
Robert G. Staudte;4
Pranesh Kumar;6
Colin Rose;3
D. S. Hooda;7
Rob J. Hyndman;18
Alexander D. Kolesnik;2
David Lane;15
Zoila Fernández;2
Andrej Pázman;22
Edward J. Spar;2
Badi H. Baltagi;2
Abdurahim Abdushukurov;2
Khidir M. Abdelbasit;2
David W. Stockburger;2
Deng-Yuan Huang;10
George A. F. Seber;3
David Applebaum;3
D. R. Cox;3
Estate V. Khmaladze;4
David Fletcher;3
Juan Carlos Abril;6
Dahud K. Shangodoyin;2
Jagdish N. Srivastava;3
Mhamed-Ali El-Aroui;4
Abdelhakim Necir;3
Tenko Raykov;3
Christos P. Kitsos;4
S. Panchapakesan;6
William W. S. Wei;5
Luis Raúl Pericchi;3
Thomas C. M. Lee;28
Anwer Khurshid;2
Murray D. Burke;2
David C. Howell;2
Robert T. Smythe;9
Joseph G. Eisenhauer;2
Samir Pradhan;2
Carlos Alberto De Bragança Pereira;8
Kaku Sagary Nokoe;2
G. David Garson;3
Adrian W. Bowman;3
Barbara M. Fraumeni;2
Lelys Bravo de Guenni;4
Alfredo Rizzi;2
Miodrag Lovric;6
D. A. S. Fraser;3
Natasa Erjavec;3
Richard D. Gill;2
David J. Bartholomew;2
Pushpa Narayan Rathie;4
Gerda Claeskens;10
Alexandr Alekseevich Borovkov;1
Per Bruun Brockhoff;3
Maris Purgailis;4
James M. Joyce;6
Takeharu Yamanaka;2
Alexander Kukush;4
Zhidong Bai;5
R. Dennis Cook;14
M. R. Leadbetter;2
Graciela Boente;4
Hirotugu Akaike;4
Takis Konstantopoulos;22
Elisabeth Svensson;4
Thomas Augustin;33
Janusz L. Wywial;3
Leslie S. Smith;37
Boris Iglewicz;7
Lefei Liu;2
Linda S. Fidell;2
Marianne Frisén;4
Raymond S. Nickerson;6
Lotfi A. Zadeh;145
Chris P. Tsokos;22
Enrique M. Cabaña;3
Lynda Atil;2
Choung Min Ng;4
Harry M. Markowitz;11
Nikica Hlupic;6
Dimitri Sanga;3
Olimjon Shukurovich Sharipov;2
Marco E. G. V. Cattaneo;17
Sinisa Stamatovic;2
Joseph E. Cavanaugh;9
Theodor J. Stewart;15
Vesna Busko;2
Thomas Mühlenstädt;2
Mohinder S. Grewal;2
Mei-Ling Ting Lee;3
Donald G. Saari;31
Tapabrata Maiti;10
Francis Hsuan;2
Gunnar Stefansson;12
Nicholas T. Longford;6
Klaus Hinkelmann;2
Abdalla M. El-Habil;2
Donald R. Jensen;3
Ravindra B. Bapat;7
Robert J. Grissom;2
Rüdiger Kiesel;3
Pierre L'Ecuyer;86
Sander Greenland;8
Karl L. Wuensch;5
Pranab Kumar Sen;16
Pui Lam Leung;2
Wolfgang Bischoff;3
William E. Strawderman;11
John E. Kolassa;6
Takashi Daimon;2
Zoran R. Pop-Stojanovic;4
Peihua Qiu;29
Vassiliy Voinov;2
Boris L. Rozovskii;5
Judith M. Tanur;3
Maja Biljan-August;2
James J. Heckman;2
Anatoly A. Zhigljavsky;28
Sucharita Ghosh;3
Geert Molenberghs;18
Jürgen Symanzik;10
Sunday M. Ogbonmwan;2
Joan Garfield;2
Markus Neuhäuser;7
Adrienne W. Kemp;4
Jana Jurecková;8
Luisa Turrin Fernholz;3
Adelchi Azzalini;9
Len Thomas;2
Evgueni A. Haroutunian;12
Jan de Leeuw 0001;5
Dinis Pestana;6
Sekander Hayat Khan M.;2
Jordi Vallverdú;13
Rolando Rebolledo;12
David Draper;10
Aboubakar Maitournam;2
Andrew Rosalsky;4
Clive William John Granger;2
Svend Hylleberg;2
Charles R. Baker;10
Chin Diew Lai;4
Peter Hackl;5
Samprit Chatterjee;2
Llukan Puka;2
Raymond Zepp;2
Julio M. Singer;3
Margo J. Anderson;2
Kyle Siegrist;7
Eustace Swordson;2
Alan H. Welsh;9
Michael P. Murray;2
Joseph S. Rossi;2
John S. Chipman;2
John Boland 0001;2
Vasja Vehovar;12
Anuska Ferligoj;16
David Todem;2
Atsu S. S. Dorvlo;2
Tommaso Proietti;11
Reinhard Viertl;12
Hugh A. Chipman;14
David J. Hand;74
Mikhail P. Moklyachuk;3
Richard William Farebrother;6
Peter J. Diggle;2
Renkuan Guo;4
Lawrence M. Leemis;14
Susan R. Wilson;12
Alan J. Izenman;2
Krishnan Namboodiri;2
Petra Posedel;2
Francis Comets;2
Ingwer Borg;2
S. N. Gupta;5
Lino Sant;2
C. R. Rao 0001;9
Eugene S. Edgington;2
Mirta Galesic;7
William I. Notz;11
Janez Malacic;3
Shahariar Huda;2
Nakahiro Yoshida;2
Gangaram S. Ladde;5
F. Jay Breidt;2
Gad Nathan;2
Toby Lewis;2
Aluísio de Souza Pinheiro;2
Pedro J. Rodríguez Esquerdo;2
Lev V. Utkin;36
M. Ivette Gomes;3
Charles C. Watson;2
Leda D. Minkova;5
Per Kragh Andersen;4
Sévérien Nkurunziza;3
Danny Pfeffermann;2
Jelke Bethlehem;3
Dieter Hauschke;2
Yves Tillé;13
Rabi Bhattacharya;3
Arjun K. Gupta;27
Kate Smith-Miles;38
Carlos M. Jarque;2
Saber Fallahpour;2
Adnan M. Awad;3
Kalina Trenevska Blagoeva;3
Rabija Somun-Kapetanovic;2
John M. Norman;7
Shigeru Mase;5
Ksenija Dumicic;2
Paul Embrechts;3
Jerome P. Reiter;23
Stevan Stevic;2
Lennart Bondesson;2
Mark L. Taper;3
Ann Cathrice George;3
Stephen L. J. Smith;2
M. F. Ramalhoto;2
Horst Rinne;4
Gudmund R. Iversen;3
Irène Gijbels;7
Patrick Royston;5
Peter J. Brockwell;2
J. Scott Armstrong;7
Subhabrata Chakraborti;8
Jon R. Kettenring;6
Mirjana Cizmesija;2
Michael G. Schimek;10
Mohammed Nasser;4
Andrew C. Thomas;4
Jasmin Komic;2
Francisco J. Samaniego;12
Judea Pearl;240
James M. Lepkowski;2
Sara A. van de Geer;13
Kai-Tai Fang;9
David Vere-Jones;3
Herman K. van Dijk;8
William J. Conover;5
Said El Melhaoui;2
Asaf Hajiyev;2
Jack W. Silverstein;11
Roderick J. Little;2
Stephen E. Fienberg;40
Demetrios L. Antzoulakos;6
Olga Hadzic;2
Konstantinos Fokianos;8
Hans-Georg Müller;15
Ricardo Cao;8
Edgar Acuña;5
Herman Rubin;3
Anthony C. Atkinson;11
Michael A. Stephens;6
Rudolf Beran;6
Mark E. Johnson;7
Michael A. Zazanis;16
Seock-Ho Kim;2
Mojca Bavdaz;2
Michail Sverchkov;2
Tom A. B. Snijders;18
Elvezio Ronchetti;9
Alexander S. Helevo;2
Yuk-Ka Chung;2
Evarist Giné;2
Zarylbek I. Kudabaev;2
Fejzi Kolaneci;2
Howell Tong;9
Christian Robert;2
Smail Mahdi;2
Chamont Wang;2
Héctor Manuel Zárate Solano;2
Markku Rahiala;2
John A. Nelder;8
Paul P. Biemer;2
Cristiano Ferraz;4
Cónall Kelly;5
Anthony C. Davison;4
James E. Gentle;4
Cláudia Neves;2
Luc Duchateau;4
Xianghui Ning;2
Vesna Bucevska;3
R. V. Ramamoorthi;2
Peter Kennedy;3
Ricardo A. Maronna;5
Mohamed T. Madi;3
Janet Myhre;2
Ishwar V. Basawa;6
Kevin R. Murphy;2
Peter Sprent;3
Helmut Lütkepohl;3
J. N. K. Rao;5
Christy Chuang-Stein;2
Inge S. Helland;2
Umberto Cherubini;3
David S. Jones;2
Mohan Delampady;2
Saumen Mandal;2
Mohamed Y. El-Bassiouni;1
Richard A. Johnson;11
Carl J. Huberty;2
Max P. Watson Jr.;2
Miljenko Huzak;3
Xiao-Li Meng;8
Albert N. Shiryaev;6
Herold Dehling;2
Walter J. Radermacher;5
Bojan Basrak;2
Gerold Alsmeyer;4
Daniel M. Farewell;3
Venkatarama Krishnan;2
Efendi N. Nasibov;14
Bruno Scarpa;6
Jasna Soldic-Aleksic;2
Biljana C. Popovic;2
U. Narayan Bhat;12
Charilaos Skiadas;3
G. E. P. Box;2
Peter J. Huber;6
Gary G. Koch;2
Vincent J. Carey;4
Parinbanu Kurji;2
Tiberiu Postelnicu;3
Joze Rovan;2
Frank P. A. Coolen;24
Ludwig Fahrmeir;10
Shakhawat Hossain;2
Francisco Louzada-Neto;8
Siddhartha Chib;2
Eric D. Feigelson;3
Francisco José de A. Cysneiros;18
Michael R. Greenberg;3
Gerhard Tutz;22
Bojana Dalbelo Basic;33
Colin L. Mallows;15
B. S. Everitt;3
Paul von Hippel;2
Robert O.;2
K. R. Muraleedharan Nair;2
Yasuto Yoshizoe;2
Bruno Lecoutre;10
Michael Smithson;12
George P. H. Styan;4
Grigol Sokhadze;2
David A. Dickey;2
Donald W. Zimmerman;2
Mohamed Abdel-Hameed;4
Yuriy S. Kharin;2
Guy Martial Nkiet;3
Madan Lal Puri;3
Erniel B. Barrios;18
Peter Naeve;3
Vladimir V. Ulyanov;2
Michael P. Cohen;4
David J. Sheskin;2
Raul H. C. Lopes;6
Peter Lynn;2
Mohammad Salehi M.;2
Chong Ho Yu;2
Hans-Peter Blossfeld;3
Steven P. Lalley;2
Martin L. Hazelton;8
Kai Wang Ng;6
Carlos Eduardo Valdivieso Taborga;2
Salvatore Rinzivillo;17
Lior Rokach;108
Vicenç Torra;193
Ronen Feldman;21
Steve Moyle;6
Christopher J. C. Burges;20
Jerzy W. Grzymala-Busse;86
Moshe Leshno;15
Xindong Wu 0001;296
Shonali Krishnaswamy;51
Gautam Das 0001;105
Johannes Fürnkranz;147
Gary M. Weiss;18
Witold J. Grzymala-Busse;8
Len Trigg;2
Richard S. Segall;9
Shahar Cohen;2
Gautam B. Singh;11
Kurt H. Thearling;5
Churn-Jung Liau;51
Christopher D. Barko;5
Ajith Abraham;499
Michalis Vazirgiannis;195
Frank Höppner;29
G. Peter Zhang;16
Abel Browarnik;2
Mitsunori Ogihara;101
Nitesh V. Chawla;177
Sigal Sahar;10
Cyrille Masson;5
Jiawei Han 0001;636
Saso Dzeroski;161
Oded Maimon;57
Evgenii Vityaev;13
Yan Huang 0002;29
Jiong Yang;38
Baptiste Jeudy;11
Ioannis P. Vlahavas;165
Armin Shmilovici;11
Bart Goethals;66
Pavel Brazdil;49
Paolo Trunfio;85
Howard J. Hamilton;82
Jacob Zahavi;8
Pierre Geurts;28
Richard A. Berk;3
Paolo Giudici;18
Marco Ramoni;29
Alex Alves Freitas;129
Ruofei Zhang;19
Irad Ben-Gal;20
Steve Donoho;4
Andrian Marcus;57
Blaz Zupan;61
Petr Hájek 0001;85
Ping Chen;93
Carlos Ramos;15
Marcelo H. Ang Jr.;34
Míriam Antón-Rodríguez;15
Avichai Meged;3
Sanjoy Das;57
M. Mohammadian;5
Yu-Jin Zhang;76
Orion Fausto Reyes-Galaviz;5
Lucien Gillard;2
Hubert Cardot;46
John Wang 0001;12
Zong Woo Geem;31
J. Álvaro Fernández;2
Somasheker Akkaladevi;4
Peter M. A. Sloot;161
Elarbi Badidi;15
Horace Ho-Shing Ip;94
Paul Chapman;3
Lluís A. Belanche Muñoz;27
Xiaohui Liu 0001;132
Manuel A. Sánchez-Montañés;9
Emilio Del-Moral-Hernandez;17
Xin (Robert) Luo;14
Mariano Carbonero-Ruz;6
Shourya Roy;29
Alan J. Barton;20
Samir Jabr;3
Flávio Joaquim de Souza;10
Kostas Stathis;58
Sonia Suárez;18
Marcos Faúndez-Zanuy;60
Kim-Leng Poh;43
Sanja Lazarova-Molnar;20
Mónica Miguélez Rico;4
Bernardino Arcay Varela;19
Rodrigo Carballo;3
Giovanni Adorni;15
Juan R. Rabuñal;8
María Paz Gómez-Carracedo;2
Fahrettin Yaman;2
José Carlos Príncipe;92
Naveen Kumar 0001;26
José Crespo;13
Alfonso Rodríguez-Patón;53
Natalya Olegovna Garanina;10
Pi-Sheng Deng;8
Antonio Moreno-Muñoz;17
Andrea Tettamanzi;76
Sanjay Kumar Dhurandher;14
Franz Huber;11
Bijaya K. Panigrahi;60
Manuel Martín-Merino;14
Hai-Dong Meng;2
Monica Mordonini;8
Michele Piana;14
Patricia Henríquez Rodríguez;2
Amanda J. C. Sharkey;28
Wei-Chiang Hong;19
João H. Kleinschmidt;4
João Paulo Neto;34
Eduardo Sánchez;14
Ruket Çakici;9
Amparo Alonso-Betanzos;79
Hans Kristian Otnes Berge;4
Malcolm Beynon;10
Araceli Sanchis de Miguel;18
Zdravko Kacic;53
Fernando Martínez Abella;7
Alberto Jaspe;2
Juan M. Corchado;245
Jean-Francois Giret;3
Félix Montañés Pazos;2
Amaury Lendasse;112
Francisco Zamora-Martínez;9
Arturo Serrano;8
Maria del Carmen Pegalajar Jiménez;15
L. Venkata Subramaniam;50
Miltiades E. Anagnostou;74
Lester Ingber;11
Radu Mutihac;5
Sharil Tumin;46
Julián Dorado de la Calle;3
Matthew Szenher;3
C. Leung;9
Arthur C. Graesser;108
Manuel Torres 0002;2
Muhammad Ali Yousuf;3
Antonio Giaquinto;6
Sarah Coupland;2
Dimitris I. Rigas;6
Maria Dolores Jiménez-López;44
Janez Brest;41
Michele Tomaiuolo;49
Pavol Zajac;19
Anutosh Maitra;6
Tohru Nitta;26
Jesús Riaño Sierra;2
Szilveszter Kovács;23
Aday Tejera Santana;2
Luis Guzmán Muñoz;4
Ricardo Sánchez;2
Nassim Chikhi;3
Cecilio Angulo;51
Kurosh Madani;61
Joan Claudi Socoró Carrié;4
David J. Russomanno;24
Miguel Losada Rodriguez;2
Beatriz Pérez-Sánchez;8
Francisco Blanco;2
Agueda Arquero;9
Michael L. Littman;139
Alejandro Pazos Sierra;7
Manuel Lama;33
Guanrong Chen;449
Makoto Yokoo;199
Luis González Abril;37
José L. Verdegay;100
Love Ekenberg;35
Aythami Morales Moreno;2
Maria del Mar Cepero;3
João Queiroz;17
Richard J. Duro;136
Vladimir Rasvan;27
Juan Ramón Rabuñal;4
Humberto Sossa;46
Miguel A. Ferrer;27
Tanja Sieber;2
Domonkos Tikk;36
Dragan A. Savic;24
Virginia Mato;2
Georg Peters;16
George D. Sergiadis;28
David de la Mata-Moya;5
David Periscal;2
Bogdan Raducanu;32
Manuel Martínez Carballo;2
Sarabjeet Kaur Kochhar;5
Rafael Gadea Gironés;6
Lei Xu 0001;164
Faming Liang;24
Heitor Silvério Lopes;50
Roman Barták;68
George D. Magoulas;66
David Klimanek;2
Neal Shambaugh;3
Evelio J. González;9
Chai Quek;98
Young Hoon Joo;96
Rogério Andrade Flauzino;10
J. Fernández;4
Luis Fernando Castillo;6
Simon D. Levy;7
José Manuel Andrade;2
Andrzej Rusiecki;13
Gloria Bueno García;11
Uros Krcadinac;2
Adrian Hopgood;4
Fulgencio Marín-García;4
Kallol Kumar Bagchi;14
Stefan Edelkamp;54
Norberto Ezquerra;4
Anne Guérin-Dugué;17
Diego Magro;11
Snorre Aunet;41
James E. Yao;4
Jose A. Serantes;2
Ernesto López-Mellado;40
John Quackenbush;27
Zbigniew Michalewicz;99
Barbara Hammer;209
Wolfgang A. Halang;95
Roberto Gil-Pita;8
Tomás de la Rosa Turbides;2
Gabriel Gómez;6
Alfredo Garro;15
Thomas Martin McGinnity;25
Marina L. Gavrilova;147
Javier Sanchis;10
Kazimierz Wilkosz;5
Manuel F. Herrador;2
Juan Manuel García Chamizo;46
Elisa Martínez;6
Ángel García-Crespo;31
Keith K. Millis;6
Juan Miguel Ortiz-de-Lazcano-Lobato;14
Paulo Eduardo Ambrósio;3
Mehmet Kurban;7
Ana Madureira;6
Shahid Jabbar;8
Carlos F. Romero;2
Erkki Oja;130
Hong Yan 0001;379
Emil Sofron;9
Alexander V. Bozhenyuk;4
Rathindra Sarathy;25
Jürgen Perl;25
Antonio J. Serrano-López;6
Alberte Castro;2
Vassilis G. Kaburlasos;30
Francesc Alías;24
Shashidhar Gandham;3
Ben D. Lawson;4
Giorgio C. Buttazzo;133
Kelly S. Hale;6
Gregg C. Vanderheiden;39
Robin Wilton;6
Frank P. Hannigan;2
Guohong Cao;169
Ahmed Abukmail;4
Mary Lou Padgett;5
Fei Li 0001;26
Michael Pinedo;36
Artur Czumaj;12
Elena A. Erosheva;3
Ben Lee;38
Hesham El-Rewini;35
Danny Ziyi Chen;10
Koen Langendoen;66
Mutsunori Yagiura;32
Bo Chen;107
Mirabelle D'Cruz;5
S. Srinivasa Rao 0001;48
Michiel H. M. Smid;237
Joseph R. Barr;8
Bradley Chase;3
David A. Bader;124
Swarup Bhunia;160
Brian McKay;3
Zhi-Quan Luo;194
Andrew Weigl;4
Weizhao Wang;17
Teofilo F. Gonzalez;52
Jason Cong;139
Stephan Olariu;209
kc claffy;49
Yuguang Fang;300
Christophe Doche;13
