author;id_publication
Sahar Rahpeyma;reference/genetic/MousaviARF15
Ali Farhadi;reference/genetic/MousaviARF15
Mohammed S. Hussain;reference/genetic/HussainACJ15
Alireza Ahangar-Asr;reference/genetic/HussainACJ15
Youliang Chen;reference/genetic/HussainACJ15
Akbar A. Javadi;reference/genetic/HussainACJ15
Conor Ryan;reference/genetic/RyanFKM15
Jeannie Fitzgerald;reference/genetic/RyanFKM15
Krzysztof Krawiec;reference/genetic/RyanFKM15
David Medernach;reference/genetic/RyanFKM15
Michael F. Korns;reference/genetic/Korns15
Hamed Koohpayehzadeh Esfahani;reference/genetic/EsfahaniD15
Bithin Datta;reference/genetic/EsfahaniD15
Dominic P. Searson;reference/genetic/Searson15
José Carlos Bregieiro Ribeiro;reference/genetic/RibeiroNVZ15
Ana Filipa Nogueira;reference/genetic/RibeiroNVZ15
Francisco Fernández de Vega;reference/genetic/RibeiroNVZ15
Mário Alberto Zenha-Rela;reference/genetic/RibeiroNVZ15
Seyyed Soheil Sadat Hosseini;reference/genetic/HosseiniN15
Alireza Nemati;reference/genetic/HosseiniN15
Pradyut Kumar Muduli;reference/genetic/MuduliD15
Sarat Kumar Das;reference/genetic/MuduliD15
Andrew Sixsmith;reference/assisted/Sixsmith12
Charalampos Doukas;reference/assisted/DoukasPM12
Thomas Pliakas;reference/assisted/DoukasPM12
Ilias Maglogiannis;reference/assisted/DoukasPM12
Michael Huch;reference/assisted/Huch12
José Javier Yanguas;reference/assisted/YanguasU12
Elena Urdaneta;reference/assisted/YanguasU12
Michael John;reference/assisted/JohnKS12
Stefan Klose;reference/assisted/JohnKS12
Beate Seewald;reference/assisted/JohnKS12
Tom Chau;reference/assisted/ChauMLTHWLP12
Negar Memarian;reference/assisted/ChauMLTHWLP12
Brian Leung;reference/assisted/ChauMLTHWLP12
Deborah Treherne;reference/assisted/ChauMLTHWLP12
David A. Hobbs;reference/assisted/ChauMLTHWLP12
Breanna Worthington-Eyre;reference/assisted/ChauMLTHWLP12
Andrea Lamont;reference/assisted/ChauMLTHWLP12
Michele Pla-Mobarak;reference/assisted/ChauMLTHWLP12
Ellen Yi-Luen Do;reference/assisted/DoJ12
Brian D. Jones;reference/assisted/DoJ12
Jean Roberts;reference/assisted/Roberts12
Amritpal Singh Bhachu;reference/assisted/BhachuHW12
Nicolas Hine;reference/assisted/BhachuHW12
Ryan Woolrych;reference/assisted/BhachuHW12
Reiner Wichert;reference/assisted/Wichert12
Mohammad-Reza Tazari;reference/assisted/TazariFFHHKMWW12
Francesco Furfari;reference/assisted/TazariFFHHKMWW12
Álvaro Fides-Valero;reference/assisted/TazariFFHHKMWW12
Sten Hanke;reference/assisted/TazariFFHHKMWW12
Oliver Höftberger;reference/assisted/TazariFFHHKMWW12
Dionisis D. Kehagias;reference/assisted/TazariFFHHKMWW12
Miran Mosmondor;reference/assisted/TazariFFHHKMWW12
Reiner Wichert;reference/assisted/TazariFFHHKMWW12
Peter Wolf;reference/assisted/TazariFFHHKMWW12
Elizabeth Mestheneos;reference/assisted/Mestheneos12
Juan Carlos Augusto;reference/assisted/Augusto12
Michael Obach;reference/assisted/ObachBLMAIMRP12
Pierre Barralon;reference/assisted/ObachBLMAIMRP12
Enrique León;reference/assisted/ObachBLMAIMRP12
Leire Martínez;reference/assisted/ObachBLMAIMRP12
Javier Arcas;reference/assisted/ObachBLMAIMRP12
Igone Idígoras;reference/assisted/ObachBLMAIMRP12
Alberto Martínez;reference/assisted/ObachBLMAIMRP12
Arantxa Rentería;reference/assisted/ObachBLMAIMRP12
Carmen Pastor;reference/assisted/ObachBLMAIMRP12
Tony Gentry;reference/assisted/Gentry12
Juan Carlos Augusto;reference/assisted/AugustoM12
Julie Maitland;reference/assisted/AugustoM12
George MacGinnis;reference/assisted/MacGinnis12
Shimon K. Modi;reference/assisted/Modi12
Alex Mihailidis;reference/assisted/MihailidisBCJH12
Jennifer Boger;reference/assisted/MihailidisBCJH12
Stephen Czarnuch;reference/assisted/MihailidisBCJH12
Tizneem Jiancaro;reference/assisted/MihailidisBCJH12
Jesse Hoey;reference/assisted/MihailidisBCJH12
Ken Sakamura;reference/assisted/Sakamura12
Shao-Huai Lee;reference/assisted/LeeH12
Jui-Chen Huang;reference/assisted/LeeH12
Ana Garcia Robles;reference/assisted/RoblesGBOM12
Javier García Guzmán;reference/assisted/RoblesGBOM12
Lorena Bourg;reference/assisted/RoblesGBOM12
J. Manuel Ojel;reference/assisted/RoblesGBOM12
R. Ignacio Madrid;reference/assisted/RoblesGBOM12
Foteini Agrafioti;reference/assisted/AgrafiotiBH12
Francis Minhthang Bui 0001;reference/assisted/AgrafiotiBH12
Dimitrios Hatzinakos;reference/assisted/AgrafiotiBH12
David Prendergast 0001;reference/assisted/PrendergastSW12
Claire Somerville;reference/assisted/PrendergastSW12
Joseph P. Wherton;reference/assisted/PrendergastSW12
Michael C. Balasch;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Martin Schultz;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Christine Carius-Düssel;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Michael John;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Joachim Hänsel;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Norbert Pieth;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Thilo Ernst;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Jörn Kiselev;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Gerd Kock;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Ben Hennig;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Klaus F. Wagner;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Marten Haesner;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Elisabeth Steinhagen-Thiessen;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Mehmet Gövercin;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Jan-Peter Jansen;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Markus Schröder;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Matthias Masur;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Tobias Leipold;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Irina Busch;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Stefan Zeidler;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Sibylle Meyer;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Uta Böhm;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Christa Fricke;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Claudia Spindler;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Harald Klaus;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Fabienne Waidelich;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Jens-Uwe Bußer;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Wolfgang Klasen;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Katrin Müller;reference/assisted/BalaschSCJHPEKKHWHSGJSMLBZMBFSKWBKM12
Anastasios Drosou;reference/assisted/DrosouT12
Dimitrios Tzovaras;reference/assisted/DrosouT12
Raluca Marin-Perianu;reference/assisted/Marin-PerianuGBMH12
Juan Jimenez Garcia;reference/assisted/Marin-PerianuGBMH12
Stephan Bosch;reference/assisted/Marin-PerianuGBMH12
Mihai Marin-Perianu;reference/assisted/Marin-PerianuGBMH12
Paul J. M. Havinga;reference/assisted/Marin-PerianuGBMH12
Suzanne Martin;reference/assisted/MartinM12
Maurice D. Mulvenna;reference/assisted/MartinM12
Diana Hodgins;reference/assisted/Hodgins12
Tom O'Kane;reference/assisted/OKaneOGACC12
John O'Donoghue;reference/assisted/OKaneOGACC12
Joe Gallagher;reference/assisted/OKaneOGACC12
Abdur Aftab;reference/assisted/OKaneOGACC12
Aveline Casey;reference/assisted/OKaneOGACC12
Garry Courtney;reference/assisted/OKaneOGACC12
Annalisa Franco;reference/assisted/FrancoMM12
Dario Maio;reference/assisted/FrancoMM12
Davide Maltoni;reference/assisted/FrancoMM12
Wolfgang Deiters;reference/assisted/DeitersKKM12
Oliver Koch;reference/assisted/DeitersKKM12
Thomas Königsmann;reference/assisted/DeitersKKM12
Sven Meister;reference/assisted/DeitersKKM12
Diane J. Cook;reference/assisted/CookH12
Lawrence B. Holder;reference/assisted/CookH12
Lenka Lhotská;reference/assisted/LhotskaDCHBH12
Jaromir Dolezal;reference/assisted/LhotskaDCHBH12
Václav Chudácek;reference/assisted/LhotskaDCHBH12
Michal Huptych;reference/assisted/LhotskaDCHBH12
Miroslav Bursa;reference/assisted/LhotskaDCHBH12
Jan Havlík;reference/assisted/LhotskaDCHBH12
Francesca I. Cavallaro;reference/assisted/CavallaroMGRRG12
Fabrice O. Morin;reference/assisted/CavallaroMGRRG12
Ainara Garzo;reference/assisted/CavallaroMGRRG12
Anthony Remazeilles;reference/assisted/CavallaroMGRRG12
Arantxa Rentería;reference/assisted/CavallaroMGRRG12
Gabriel Gaminde;reference/assisted/CavallaroMGRRG12
Eric Wade;reference/assisted/WadeP12
Avinash Rao Parnandi;reference/assisted/WadeP12
Paul J. McCullagh;reference/assisted/McCullagh12
Babak A. Farshchian;reference/assisted/FarshchianHMR12
Kristine Holbø;reference/assisted/FarshchianHMR12
Marius Mikalsen;reference/assisted/FarshchianHMR12
Jarl Reitan;reference/assisted/FarshchianHMR12
Martin Floeck;reference/assisted/FloeckLS12
Lothar Litz;reference/assisted/FloeckLS12
Annette Spellerberg;reference/assisted/FloeckLS12
Mario Drobics;reference/assisted/DrobicsDGS12
Angelika Dohr;reference/assisted/DrobicsDGS12
Susanne Giesecke;reference/assisted/DrobicsDGS12
Günter Schreier;reference/assisted/DrobicsDGS12
Katherine Wild;reference/assisted/WildB12
Linda Boise;reference/assisted/WildB12
Ingo Meyer;reference/assisted/MeyerMK12
Sonja Müller;reference/assisted/MeyerMK12
Lutz Kubitschke;reference/assisted/MeyerMK12
Tatsuo Nakajima;reference/assisted/NakajimaK12
Fahim Kawsar;reference/assisted/NakajimaK12
Teresa Zayas-Cabán;reference/assisted/Zayas-CabanM12
Jenna L. Marquard;reference/assisted/Zayas-CabanM12
CheeFai Tan;reference/assisted/TanCR12
Wei Chen 0015;reference/assisted/TanCR12
Matthias Rauterberg;reference/assisted/TanCR12
Frerk Müller;reference/assisted/MullerLEHBWH12
Myriam Lipprandt;reference/assisted/MullerLEHBWH12
Marco Eichelberg;reference/assisted/MullerLEHBWH12
Axel Helmer;reference/assisted/MullerLEHBWH12
Clemens Busch;reference/assisted/MullerLEHBWH12
Detlev Willemsen;reference/assisted/MullerLEHBWH12
Andreas Hein;reference/assisted/MullerLEHBWH12
Dana Pavel;reference/assisted/PavelCD12
Vic Callaghan;reference/assisted/PavelCD12
Anind K. Dey;reference/assisted/PavelCD12
Tsai-Ya Lai;reference/assisted/LaiT12
Jenn-Hwan Tarng;reference/assisted/LaiT12
William D. Kearns;reference/assisted/KearnsF12
James L. Fozard;reference/assisted/KearnsF12
Rami Puzis;reference/social/PuzisTE10
Meytal Tubi;reference/social/PuzisTE10
Yuval Elovici;reference/social/PuzisTE10
Yu-Ru Lin;reference/social/LinSK10
Hari Sundaram;reference/social/LinSK10
Aisling Kelliher;reference/social/LinSK10
Anwitaman Datta;reference/social/DattaBVSR10
Sonja Buchegger;reference/social/DattaBVSR10
Le-Hung Vu;reference/social/DattaBVSR10
Thorsten Strufe;reference/social/DattaBVSR10
Krzysztof Rzadca;reference/social/DattaBVSR10
Eduardo B. Fernández;reference/social/FernandezML10
Carolina Marin;reference/social/FernandezML10
Maria M. Larrondo-Petrie;reference/social/FernandezML10
Jose Simoes;reference/social/SimoesM10
Thomas Magedanz;reference/social/SimoesM10
Masaki Aida;reference/social/AidaK10
Hideyuki Koto;reference/social/AidaK10
Lisa Singh;reference/social/SinghBM10
Elisa Jayne Bienenstock;reference/social/SinghBM10
Janet Mann;reference/social/SinghBM10
Muthucumaru Maheswaran;reference/social/MaheswaranAOL10
Bader Ali;reference/social/MaheswaranAOL10
Hatice Ozguven;reference/social/MaheswaranAOL10
Julien Lord;reference/social/MaheswaranAOL10
Janice Kwan-Wai Leung;reference/social/LeungL10
Chun Hung Li;reference/social/LeungL10
Munmun De Choudhury;reference/social/ChoudhurySJS10
Hari Sundaram;reference/social/ChoudhurySJS10
Ajita John;reference/social/ChoudhurySJS10
Dorée Duncan Seligmann;reference/social/ChoudhurySJS10
Mingxin Zhang;reference/social/Zhang10
Jason J. Jung;reference/social/JungCP10
Kwang Sun Choi;reference/social/JungCP10
Sung-Hyuk Park;reference/social/JungCP10
P. Santhi Thilagam;reference/social/Thilagam10
Ronald R. Yager;reference/social/Yager10
Ing-Xiang Chen;reference/social/ChenY10
Cheng-Zen Yang;reference/social/ChenY10
Cecilia Sik-Lányi;reference/social/Sik-Lanyi10
Leucio Antonio Cutillo;reference/social/CutilloMS10
Mark Manulis;reference/social/CutilloMS10
Thorsten Strufe;reference/social/CutilloMS10
Sergej Sizov;reference/social/SizovSF10
Steffen Staab;reference/social/SizovSF10
Thomas Franz;reference/social/SizovSF10
Touhid Bhuiyan;reference/social/BhuiyanJX10
Audun Jøsang;reference/social/BhuiyanJX10
Yue Xu;reference/social/BhuiyanJX10
Susanta Mitra;reference/social/MitraB10
Aditya Bagchi;reference/social/MitraB10
Nathalie Henry Riche;reference/social/RicheF10
Jean-Daniel Fekete;reference/social/RicheF10
Katerina Slaninová;reference/social/SlaninovaMDOS10
Jan Martinovic;reference/social/SlaninovaMDOS10
Pavla Drázdilová;reference/social/SlaninovaMDOS10
Gamila Obadi;reference/social/SlaninovaMDOS10
Václav Snásel;reference/social/SlaninovaMDOS10
Abraham Bagherjeiran;reference/social/BagherjeiranBPC10
Rushi Bhatt;reference/social/BagherjeiranBPC10
Rajesh Parekh;reference/social/BagherjeiranBPC10
Vineet Chaoji;reference/social/BagherjeiranBPC10
Nina D. Ziv;reference/social/ZivW10
Kerry-Ann White;reference/social/ZivW10
Lester Melendez;reference/social/MelendezWAR10
Ouri Wolfson;reference/social/MelendezWAR10
Malek Adjouadi;reference/social/MelendezWAR10
Naphtali Rishe;reference/social/MelendezWAR10
Tsuyoshi Murata;reference/social/Murata10
Bo Yang 0002;reference/social/YangLL10
Dayou Liu;reference/social/YangLL10
Jiming Liu 0001;reference/social/YangLL10
Marcel Karnstedt;reference/social/KarnstedtHCBHS10
Tara Hennessy;reference/social/KarnstedtHCBHS10
Jeffrey Chan;reference/social/KarnstedtHCBHS10
Partha Basuchowdhuri;reference/social/KarnstedtHCBHS10
Conor Hayes;reference/social/KarnstedtHCBHS10
Thorsten Strufe;reference/social/KarnstedtHCBHS10
Keiji Yanai;reference/social/YanaiQ10
Bingyu Qiu;reference/social/YanaiQ10
Dil Muhammad Akbar Hussain;reference/social/Hussain10
Antonio Hernando;reference/social/HernandoBS10
Jesús Bobadilla;reference/social/HernandoBS10
Francisco Serradilla;reference/social/HernandoBS10
Gerhard Austaller;reference/ubiqhandbook/Austaller08
Fernando Lyardet;reference/ubiqhandbook/Lyardet08
Dirk Schnelle;reference/ubiqhandbook/Schnelle08
Rainer Malaka;reference/ubiqhandbook/Malaka08
Dirk Schnelle;reference/ubiqhandbook/Schnelle08a
Erwin Aitenbichler;reference/ubiqhandbook/Aitenbichler08
Sebastian Ries;reference/ubiqhandbook/Ries08
Tobias Straub;reference/ubiqhandbook/StraubH08
Andreas Heinemann;reference/ubiqhandbook/StraubH08
Andreas Hartl;reference/ubiqhandbook/Hartl08
Michael Weber 0001;reference/ubiqhandbook/WeberH08
Marc Hermann;reference/ubiqhandbook/WeberH08
Samir Raiyani;reference/ubiqhandbook/RaiyaniW08
Matthias Winkler;reference/ubiqhandbook/RaiyaniW08
Melanie Hartmann;reference/ubiqhandbook/HartmannA08
Gerhard Austaller;reference/ubiqhandbook/HartmannA08
Jochen H. Schiller;reference/ubiqhandbook/Schiller08
Daniel Oberle;reference/ubiqhandbook/OberleBA08
Christof Bornhövd;reference/ubiqhandbook/OberleBA08
Michael Altenhofen;reference/ubiqhandbook/OberleBA08
Wolfgang Gerteis;reference/ubiqhandbook/Gerteis08
Zoltán Nochta;reference/ubiqhandbook/Nochta08
Jürgen Anke;reference/ubiqhandbook/AnkeWHDNK08
Bernhard Wolf;reference/ubiqhandbook/AnkeWHDNK08
Gregor Hackenbroich;reference/ubiqhandbook/AnkeWHDNK08
Hong Hai Do;reference/ubiqhandbook/AnkeWHDNK08
Mario Neugebauer;reference/ubiqhandbook/AnkeWHDNK08
Anja Klein 0001;reference/ubiqhandbook/AnkeWHDNK08
Frankie James;reference/ubiqhandbook/JamesG08
Rama Gurram;reference/ubiqhandbook/JamesG08
Erwin Aitenbichler;reference/ubiqhandbook/Aitenbichler08a
Andreas Heinemann;reference/ubiqhandbook/Heinemann08
Patrik Spieß;reference/ubiqhandbook/SpiessM08
Jens Müller 0002;reference/ubiqhandbook/SpiessM08
Matthias Jöst;reference/ubiqhandbook/Jost08
Jussi Kangasharju;reference/ubiqhandbook/Kangasharju08
Volkmar Lotz;reference/ubiqhandbook/LotzCW08
Luca Compagna;reference/ubiqhandbook/LotzCW08
Konrad S. Wrona;reference/ubiqhandbook/LotzCW08
Tobias Limberger;reference/ubiqhandbook/Limberger08
Burkhard Stiller;reference/ubiqhandbook/StillerHGRMW08
David Hausheer;reference/ubiqhandbook/StillerHGRMW08
Jan Gerke;reference/ubiqhandbook/StillerHGRMW08
Péter Rácz;reference/ubiqhandbook/StillerHGRMW08
Cristian Morariu;reference/ubiqhandbook/StillerHGRMW08
Martin Waldburger;reference/ubiqhandbook/StillerHGRMW08
Max Mühlhäuser;reference/ubiqhandbook/MuhlhauserG08
Iryna Gurevych;reference/ubiqhandbook/MuhlhauserG08
Louenas Hamdi;reference/ubiqhandbook/HamdiGR08
Rama Gurram;reference/ubiqhandbook/HamdiGR08
Samir Raiyani;reference/ubiqhandbook/HamdiGR08
Alistair P. Barros;reference/ubiqhandbook/Barros08
Saburo Muroga;reference/vlsi/Muroga99n
Akio Nakagawa;reference/vlsi/Nakagawa99
Alice C. Parker;reference/vlsi/ParkerTW99
Yosef Tirat-Gefen;reference/vlsi/ParkerTW99
Suhrid A. Wadekar;reference/vlsi/ParkerTW99
Saburo Muroga;reference/vlsi/Muroga99p
Samuel S. Martin;reference/vlsi/MartinGN99
Thad Gabara;reference/vlsi/MartinGN99
Kwok Ng;reference/vlsi/MartinGN99
Vikram Iyengar;reference/vlsi/IyengarR99
Elizabeth M. Rudnick;reference/vlsi/IyengarR99
John D. Cressler;reference/vlsi/Cressler99
John W. Fattaruso;reference/vlsi/FattarusoW99
Louis A. Williams III;reference/vlsi/FattarusoW99
Saburo Muroga;reference/vlsi/Muroga99d
Bang-Sup Song;reference/vlsi/Song99
Geert A. De Veirman;reference/vlsi/Veirman99
Saburo Muroga;reference/vlsi/Muroga99k
Michiel Steyaert;reference/vlsi/SteyaertBJM99
Marc Borremans;reference/vlsi/SteyaertBJM99
Johan Janssens;reference/vlsi/SteyaertBJM99
Bram De Muer;reference/vlsi/SteyaertBJM99
Andrea Baschirotto;reference/vlsi/Baschirotto99
Philip G. Neudeck;reference/vlsi/Neudeck99
Dimitri Kagaris;reference/vlsi/Kagaris99
Peter J. Hesketh;reference/vlsi/Hesketh99
Shin-ichi Minato;reference/vlsi/MinatoM99
Saburo Muroga;reference/vlsi/MinatoM99
Thomas H. Lee;reference/vlsi/LeeHMSY99
Maria del Mar Hershenson;reference/vlsi/LeeHMSY99
Sunderarajan S. Mohan;reference/vlsi/LeeHMSY99
Kirad Samavati;reference/vlsi/LeeHMSY99
C. Patrick Yue;reference/vlsi/LeeHMSY99
Spyros Tragoudas;reference/vlsi/Tragoudas99
Saburo Muroga;reference/vlsi/Muroga99j
Krishna Shenai;reference/vlsi/ShenaiM99
Erik A. McShane;reference/vlsi/ShenaiM99
Naofumi Takagi;reference/vlsi/TakagiM99
Saburo Muroga;reference/vlsi/TakagiM99
Saburo Muroga;reference/vlsi/Muroga99e
Naofumi Takagi;reference/vlsi/TakagiTBM99
Haruyuki Tago;reference/vlsi/TakagiTBM99
Charles R. Baugh;reference/vlsi/TakagiTBM99
Saburo Muroga;reference/vlsi/TakagiTBM99
Zainalabedin Navabi;reference/vlsi/Navabi99
Yasuhiro Katsumata;reference/vlsi/KatsumataOIMYKNMMYII99
Tatsuya Ohguro;reference/vlsi/KatsumataOIMYKNMMYII99
Kazumi Inoh;reference/vlsi/KatsumataOIMYKNMMYII99
Eiji Morifuji;reference/vlsi/KatsumataOIMYKNMMYII99
Takashi Yoshitomi;reference/vlsi/KatsumataOIMYKNMMYII99
Hideki Kimijima;reference/vlsi/KatsumataOIMYKNMMYII99
Hideaki Nii;reference/vlsi/KatsumataOIMYKNMMYII99
Toyota Morimoto;reference/vlsi/KatsumataOIMYKNMMYII99
Hisayo S. Momose;reference/vlsi/KatsumataOIMYKNMMYII99
Kuniyoshi Yoshikawa;reference/vlsi/KatsumataOIMYKNMMYII99
Hidemi Ishiuchi;reference/vlsi/KatsumataOIMYKNMMYII99
Hiroshi Iwai;reference/vlsi/KatsumataOIMYKNMMYII99
John Lockwood;reference/vlsi/Lockwood99
Victor Boyadzhyan;reference/vlsi/BoyadzhyanC99
